customer_id,timestamp,reason_code,duration_sec,transcript_snippet,refinance_intent,competitor_shopping,payoff_intent,rate_sensitivity,sentiment
C0100033,2026-07-05 17:05:08.368930,STATEMENT,856,Asked how to set up autopay for the mortgage.,False,False,False,0.17,0.41
C0100033,2026-08-23 12:39:41.817700,GENERAL,110,Confirmed next payment due date.,False,False,False,0.01,-0.65
C0100035,2026-07-22 20:25:12.860260,PAYMENT,185,Confirmed next payment due date.,False,False,False,0.0,0.21
C0100035,2026-08-30 09:38:43.249511,MORTGAGE_INQUIRY,404,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,True,True,0.64,-0.1
C0100038,2026-09-08 00:07:36.487258,MORTGAGE_INQUIRY,359,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,True,True,0.77,-0.05
C0100040,2026-07-09 18:42:01.096490,ESCROW,223,Asked how to set up autopay for the mortgage.,False,False,False,0.55,0.59
C0100045,2026-06-18 18:17:00.803639,MORTGAGE_INQUIRY,288,Called about refinancing options — wanted to know break-even on closing costs against a 5.56% offer.,True,False,False,0.81,-0.06
C0100045,2026-07-21 18:25:14.614105,ESCROW,353,Asked how to set up autopay for the mortgage.,False,False,False,0.0,0.12
C0100046,2026-07-11 22:55:10.908609,ESCROW,871,General question about online banking access.,False,False,False,0.11,0.26
C0100050,2026-06-26 05:41:20.066475,MORTGAGE_INQUIRY,107,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,0.72,-0.36
C0100053,2026-07-27 07:21:10.764300,MORTGAGE_INQUIRY,861,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,True,True,0.79,0.54
C0100054,2026-07-26 23:45:05.337447,STATEMENT,851,General question about online banking access.,False,False,False,0.15,0.09
C0100055,2026-08-17 22:39:35.651189,MORTGAGE_INQUIRY,863,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,True,True,0.55,0.33
C0100055,2026-09-02 08:54:27.825530,PAYMENT,702,Question about escrow analysis and property tax increase.,False,False,False,0.05,-0.02
C0100057,2026-06-24 17:34:53.718840,PAYMENT,209,Confirmed next payment due date.,False,False,False,0.03,-0.08
C0100057,2026-08-28 02:08:28.485951,STATEMENT,191,General question about online banking access.,False,False,False,0.13,0.03
C0100058,2026-07-17 22:12:19.908432,ESCROW,345,Confirmed next payment due date.,False,False,False,0.06,0.22
C0100060,2026-07-25 00:56:36.951609,PAYMENT,859,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.08,-0.2
C0100063,2026-06-24 17:35:00.468623,MORTGAGE_INQUIRY,765,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,False,True,0.95,0.14
C0100065,2026-06-23 22:06:58.402266,MORTGAGE_INQUIRY,326,Customer asked what our current 30-year rates look like and mentioned they saw 5.33% at a competitor.,True,False,False,0.72,-0.08
C0100065,2026-07-02 01:16:45.877007,MORTGAGE_INQUIRY,826,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,True,True,0.78,-0.16
C0100066,2026-08-18 18:57:44.430344,MORTGAGE_INQUIRY,718,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,True,True,0.64,-0.11
C0100067,2026-07-29 14:10:55.498676,GENERAL,326,Confirmed next payment due date.,False,False,False,0.27,-0.07
C0100067,2026-09-09 02:38:01.387915,STATEMENT,687,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.0,-0.07
C0100069,2026-07-18 14:23:31.685559,MORTGAGE_INQUIRY,757,Customer asked what our current 30-year rates look like and mentioned they saw 5.56% at an online lender.,True,True,False,0.64,0.33
C0100069,2026-07-30 11:18:34.303719,GENERAL,171,Confirmed next payment due date.,False,False,False,0.24,-0.27
C0100070,2026-07-16 07:59:51.561143,PAYMENT,503,General question about online banking access.,False,False,False,0.12,0.31
C0100076,2026-08-24 12:07:45.897047,GENERAL,794,General question about online banking access.,False,False,False,0.39,-0.3
C0100076,2026-09-07 14:48:40.980219,MORTGAGE_INQUIRY,425,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,True,True,0.5,-0.35
C0100081,2026-08-28 10:27:09.348489,ESCROW,792,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.17,0.16
C0100081,2026-08-31 07:28:29.140878,ESCROW,128,Confirmed next payment due date.,False,False,False,0.18,0.13
C0100084,2026-06-14 07:35:10.072506,MORTGAGE_INQUIRY,216,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,False,True,0.58,0.02
C0100087,2026-08-31 11:12:47.258363,MORTGAGE_INQUIRY,637,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,True,True,0.58,0.37
C0100088,2026-06-17 17:29:45.111091,MORTGAGE_INQUIRY,534,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,True,True,0.78,0.58
C0100089,2026-09-09 05:04:34.449870,MORTGAGE_INQUIRY,304,Customer asked what our current 30-year rates look like and mentioned they saw 5.53% at Chase.,True,True,False,0.81,-0.32
C0100092,2026-09-01 22:00:38.660244,MORTGAGE_INQUIRY,735,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,0.54,0.01
C0100106,2026-08-23 23:48:50.501641,ESCROW,882,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.41,0.72
C0100108,2026-08-25 00:02:07.586101,MORTGAGE_INQUIRY,471,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,0.91,0.03
C0100114,2026-07-11 14:27:08.274780,MORTGAGE_INQUIRY,669,Called about refinancing options — wanted to know break-even on closing costs against a 5.51% offer.,True,True,False,0.8,0.3
C0100118,2026-06-15 07:59:51.645238,GENERAL,373,General question about online banking access.,False,False,False,0.37,-0.1
C0100118,2026-08-05 06:20:51.850143,GENERAL,529,Asked how to set up autopay for the mortgage.,False,False,False,0.34,0.62
C0100122,2026-08-28 10:36:52.170304,ESCROW,247,General question about online banking access.,False,False,False,0.35,0.14
C0100123,2026-06-18 03:27:03.529794,MORTGAGE_INQUIRY,170,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,False,False,0.54,0.28
C0100123,2026-06-26 16:35:06.810808,MORTGAGE_INQUIRY,446,Customer asked what our current 30-year rates look like and mentioned they saw 5.26% at Rocket.,True,True,False,0.83,0.05
C0100126,2026-08-03 08:29:12.445483,MORTGAGE_INQUIRY,179,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,True,True,0.88,0.26
C0100130,2026-07-02 02:35:39.841716,GENERAL,114,Confirmed next payment due date.,False,False,False,0.04,0.5
C0100130,2026-07-26 11:11:55.911618,STATEMENT,774,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.27,0.76
C0100131,2026-07-18 17:49:11.933619,MORTGAGE_INQUIRY,346,Called about refinancing options — wanted to know break-even on closing costs against a 5.47% offer.,True,True,False,0.8,-0.39
C0100131,2026-08-29 11:35:26.401295,PAYMENT,162,Question about escrow analysis and property tax increase.,False,False,False,0.13,0.06
C0100136,2026-07-23 16:21:58.994965,MORTGAGE_INQUIRY,453,Customer asked what our current 30-year rates look like and mentioned they saw 5.13% at an online lender.,True,False,False,1.0,-0.2
C0100137,2026-06-23 19:47:09.221506,PAYMENT,725,Question about escrow analysis and property tax increase.,False,False,False,0.15,0.01
C0100142,2026-07-06 21:19:17.291149,ESCROW,830,Question about escrow analysis and property tax increase.,False,False,False,0.0,-0.22
C0100148,2026-07-09 08:35:08.602988,GENERAL,826,Confirmed next payment due date.,False,False,False,0.06,-0.09
C0100150,2026-07-22 06:00:00.231824,STATEMENT,885,Confirmed next payment due date.,False,False,False,0.33,-0.37
C0100150,2026-07-30 23:19:29.739877,PAYMENT,650,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.28,-0.13
C0100154,2026-08-02 22:53:24.097583,MORTGAGE_INQUIRY,585,Called about refinancing options — wanted to know break-even on closing costs against a 5.23% offer.,True,True,False,0.66,0.0
C0100157,2026-07-24 21:27:41.666155,STATEMENT,227,Confirmed next payment due date.,False,False,False,0.02,-0.05
C0100160,2026-06-22 17:18:34.667180,STATEMENT,440,General question about online banking access.,False,False,False,0.21,0.8
C0100160,2026-08-15 11:10:00.813809,MORTGAGE_INQUIRY,665,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,0.78,-0.13
C0100165,2026-09-09 14:57:46.277936,MORTGAGE_INQUIRY,489,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,True,True,0.66,-0.21
C0100167,2026-06-14 03:13:34.966059,MORTGAGE_INQUIRY,456,Customer asked what our current 30-year rates look like and mentioned they saw 5.37% at Rocket.,True,False,False,0.69,0.39
C0100167,2026-06-24 09:14:23.722992,PAYMENT,748,Question about escrow analysis and property tax increase.,False,False,False,0.0,0.21
C0100168,2026-07-06 03:56:04.384234,GENERAL,593,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.06,0.44
C0100168,2026-08-16 21:21:03.621337,MORTGAGE_INQUIRY,796,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,True,True,0.78,0.1
C0100169,2026-07-25 11:46:09.361639,MORTGAGE_INQUIRY,372,Customer asked what our current 30-year rates look like and mentioned they saw 5.58% at Chase.,True,True,False,0.86,-0.02
C0100169,2026-07-31 19:27:10.987302,MORTGAGE_INQUIRY,148,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,False,True,0.73,-0.08
C0100171,2026-07-21 21:30:04.378436,PAYMENT,172,Confirmed next payment due date.,False,False,False,0.32,0.34
C0100171,2026-08-03 12:59:47.829418,STATEMENT,316,Confirmed next payment due date.,False,False,False,0.32,-0.35
C0100175,2026-06-18 03:11:49.675558,PAYMENT,236,Confirmed next payment due date.,False,False,False,0.11,0.1
C0100175,2026-07-28 05:29:17.082780,MORTGAGE_INQUIRY,454,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,False,True,0.84,0.2
C0100176,2026-08-26 02:15:50.341695,MORTGAGE_INQUIRY,502,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,False,True,0.74,-0.09
C0100176,2026-09-04 14:01:18.500030,MORTGAGE_INQUIRY,327,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,True,True,0.86,0.32
C0100177,2026-06-16 17:19:51.077947,MORTGAGE_INQUIRY,391,Called about refinancing options — wanted to know break-even on closing costs against a 5.3% offer.,True,True,False,0.66,-0.29
C0100177,2026-07-24 03:33:53.250923,STATEMENT,553,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.1,-0.19
C0100178,2026-07-19 04:42:58.040668,MORTGAGE_INQUIRY,395,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,False,False,0.7,-0.18
C0100179,2026-07-08 08:42:42.016875,GENERAL,157,Confirmed next payment due date.,False,False,False,0.0,0.0
C0100179,2026-08-31 09:35:28.682217,STATEMENT,372,Asked how to set up autopay for the mortgage.,False,False,False,0.26,0.32
C0100181,2026-07-20 20:15:54.946635,MORTGAGE_INQUIRY,273,Called about refinancing options — wanted to know break-even on closing costs against a 5.12% offer.,True,True,False,0.69,-0.05
C0100181,2026-07-26 15:56:23.199933,MORTGAGE_INQUIRY,794,Customer asked what our current 30-year rates look like and mentioned they saw 5.13% at an online lender.,True,True,False,0.73,0.56
C0100182,2026-07-05 22:25:05.034023,MORTGAGE_INQUIRY,160,Customer asked what our current 30-year rates look like and mentioned they saw 5.43% at Chase.,True,True,False,0.58,-0.42
C0100182,2026-07-06 21:50:57.191790,ESCROW,364,General question about online banking access.,False,False,False,0.09,-0.05
C0100184,2026-06-14 09:53:34.644059,MORTGAGE_INQUIRY,218,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,0.67,-0.43
C0100184,2026-09-02 01:18:50.766499,GENERAL,372,Confirmed next payment due date.,False,False,False,0.05,-0.04
C0100186,2026-08-10 15:14:24.053198,ESCROW,733,General question about online banking access.,False,False,False,0.0,0.28
C0100186,2026-08-22 23:56:34.624024,MORTGAGE_INQUIRY,74,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,True,True,0.52,-0.24
C0100187,2026-06-17 01:42:08.856981,MORTGAGE_INQUIRY,285,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,0.94,0.46
C0100187,2026-09-06 07:46:56.051902,MORTGAGE_INQUIRY,202,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,True,True,0.83,-1.0
C0100193,2026-06-15 07:35:19.519274,PAYMENT,608,Confirmed next payment due date.,False,False,False,0.11,-0.25
C0100193,2026-06-30 04:25:17.468418,MORTGAGE_INQUIRY,729,Customer asked what our current 30-year rates look like and mentioned they saw 5.46% at a competitor.,True,False,False,0.79,-0.26
C0100205,2026-08-20 01:47:06.058832,GENERAL,442,Question about escrow analysis and property tax increase.,False,False,False,0.2,0.15
C0100208,2026-06-26 05:03:42.390707,GENERAL,444,Question about escrow analysis and property tax increase.,False,False,False,0.0,0.32
C0100209,2026-06-14 02:41:45.260428,PAYMENT,600,Confirmed next payment due date.,False,False,False,0.24,0.1
C0100209,2026-08-09 01:53:03.896523,PAYMENT,810,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.23,-0.07
C0100210,2026-08-11 02:36:31.282396,STATEMENT,596,Question about escrow analysis and property tax increase.,False,False,False,0.23,0.15
C0100213,2026-08-21 23:00:39.766039,STATEMENT,599,General question about online banking access.,False,False,False,0.26,0.07
C0100213,2026-09-04 11:46:21.703699,PAYMENT,850,Confirmed next payment due date.,False,False,False,0.43,0.19
C0100214,2026-08-06 12:34:41.579782,MORTGAGE_INQUIRY,888,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,0.71,-0.43
C0100216,2026-07-09 14:55:56.681681,MORTGAGE_INQUIRY,400,Called about refinancing options — wanted to know break-even on closing costs against a 5.48% offer.,True,False,False,0.71,0.57
C0100217,2026-07-07 07:59:31.985814,ESCROW,116,Confirmed next payment due date.,False,False,False,0.24,-0.6
C0100217,2026-09-10 20:36:51.914470,STATEMENT,595,General question about online banking access.,False,False,False,0.0,0.48
C0100219,2026-08-02 22:18:07.764611,MORTGAGE_INQUIRY,332,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,True,True,0.89,-0.61
C0100225,2026-07-29 17:52:32.821962,MORTGAGE_INQUIRY,279,Called about refinancing options — wanted to know break-even on closing costs against a 5.21% offer.,True,False,False,0.62,-0.39
C0100227,2026-07-31 16:22:00.080787,STATEMENT,773,General question about online banking access.,False,False,False,0.0,0.65
C0100241,2026-07-22 17:44:33.764938,MORTGAGE_INQUIRY,235,Called about refinancing options — wanted to know break-even on closing costs against a 5.39% offer.,True,False,False,0.67,-0.17
C0100241,2026-07-24 11:08:59.698409,MORTGAGE_INQUIRY,271,Customer asked what our current 30-year rates look like and mentioned they saw 5.3% at Rocket.,True,False,False,0.58,-0.17
C0100242,2026-07-20 18:42:32.937846,ESCROW,90,Asked how to set up autopay for the mortgage.,False,False,False,0.0,0.02
C0100242,2026-08-03 07:24:37.288547,MORTGAGE_INQUIRY,893,Called about refinancing options — wanted to know break-even on closing costs against a 5.39% offer.,True,False,False,0.78,-0.25
C0100245,2026-08-29 05:06:04.829071,MORTGAGE_INQUIRY,152,Customer asked what our current 30-year rates look like and mentioned they saw 5.35% at Rocket.,True,False,False,0.94,0.3
C0100248,2026-07-07 18:10:04.457901,PAYMENT,387,Question about escrow analysis and property tax increase.,False,False,False,0.19,0.15
C0100248,2026-08-01 23:22:16.311489,STATEMENT,644,Question about escrow analysis and property tax increase.,False,False,False,0.2,0.66
C0100253,2026-08-10 05:28:30.352045,MORTGAGE_INQUIRY,839,Called about refinancing options — wanted to know break-even on closing costs against a 5.3% offer.,True,True,False,0.63,-0.1
C0100253,2026-09-03 15:37:21.709123,MORTGAGE_INQUIRY,373,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,True,True,0.69,-0.12
C0100255,2026-06-15 14:37:44.443322,PAYMENT,856,General question about online banking access.,False,False,False,0.0,0.18
C0100255,2026-06-20 19:22:22.754890,ESCROW,548,Asked how to set up autopay for the mortgage.,False,False,False,0.0,0.52
C0100257,2026-08-01 12:35:14.324151,MORTGAGE_INQUIRY,658,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,True,True,1.0,0.18
C0100257,2026-09-09 20:19:17.919042,GENERAL,302,Asked how to set up autopay for the mortgage.,False,False,False,0.0,0.13
C0100259,2026-06-21 04:04:14.451924,MORTGAGE_INQUIRY,444,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,0.46,-0.21
C0100259,2026-07-04 15:50:57.610999,MORTGAGE_INQUIRY,87,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,1.0,0.32
C0100263,2026-08-09 02:00:07.042722,MORTGAGE_INQUIRY,859,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,False,False,0.7,-0.25
C0100266,2026-09-07 13:56:19.109069,MORTGAGE_INQUIRY,845,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,0.75,-0.13
C0100268,2026-07-08 08:04:51.651591,ESCROW,632,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.22,-0.2
C0100268,2026-07-21 05:18:54.222555,PAYMENT,504,Asked how to set up autopay for the mortgage.,False,False,False,0.16,0.88
C0100278,2026-07-11 07:46:18.563734,MORTGAGE_INQUIRY,692,Customer asked what our current 30-year rates look like and mentioned they saw 5.4% at Chase.,True,True,False,0.54,-0.21
C0100279,2026-08-29 07:30:36.637327,MORTGAGE_INQUIRY,489,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,False,True,0.3,-0.42
C0100286,2026-06-29 02:51:31.810621,PAYMENT,534,Question about escrow analysis and property tax increase.,False,False,False,0.17,-0.21
C0100289,2026-07-09 03:00:35.216352,MORTGAGE_INQUIRY,889,Called about refinancing options — wanted to know break-even on closing costs against a 5.15% offer.,True,True,False,0.77,-0.06
C0100289,2026-08-18 22:43:20.848804,MORTGAGE_INQUIRY,145,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,True,True,0.62,-0.18
C0100293,2026-06-14 21:03:57.209439,MORTGAGE_INQUIRY,529,Called about refinancing options — wanted to know break-even on closing costs against a 5.44% offer.,True,True,False,1.0,0.49
C0100293,2026-07-02 06:21:59.642606,MORTGAGE_INQUIRY,808,Called about refinancing options — wanted to know break-even on closing costs against a 5.37% offer.,True,True,False,0.64,0.42
C0100295,2026-07-17 14:21:29.549918,GENERAL,439,Asked how to set up autopay for the mortgage.,False,False,False,0.16,-0.0
C0100296,2026-08-05 12:42:21.438567,PAYMENT,793,Asked how to set up autopay for the mortgage.,False,False,False,0.38,0.4
C0100296,2026-08-09 21:28:09.876626,ESCROW,236,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.07,-0.06
C0100299,2026-07-13 14:51:58.716300,MORTGAGE_INQUIRY,717,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,False,False,0.51,-0.3
C0100299,2026-08-14 03:27:48.398364,MORTGAGE_INQUIRY,98,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,True,True,0.51,-0.06
C0100302,2026-06-17 00:54:33.549183,MORTGAGE_INQUIRY,187,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,0.81,0.32
C0100303,2026-06-25 14:47:11.048632,MORTGAGE_INQUIRY,830,Customer asked what our current 30-year rates look like and mentioned they saw 5.56% at an online lender.,True,False,False,0.51,-0.61
C0100303,2026-07-19 03:43:01.376122,MORTGAGE_INQUIRY,584,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,0.95,-0.65
C0100304,2026-07-07 22:23:17.974243,MORTGAGE_INQUIRY,585,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,True,True,0.66,-0.2
C0100304,2026-07-18 05:22:29.663354,MORTGAGE_INQUIRY,365,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,0.68,0.07
C0100311,2026-09-07 15:43:49.763957,MORTGAGE_INQUIRY,513,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,0.69,-0.33
C0100313,2026-07-22 22:03:36.705922,ESCROW,363,General question about online banking access.,False,False,False,0.0,0.3
C0100313,2026-09-10 08:06:12.101622,MORTGAGE_INQUIRY,626,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,True,True,0.66,0.05
C0100314,2026-09-08 14:23:09.452363,MORTGAGE_INQUIRY,635,Called about refinancing options — wanted to know break-even on closing costs against a 5.53% offer.,True,True,False,0.65,-0.03
C0100316,2026-06-22 22:11:16.421068,ESCROW,345,Question about escrow analysis and property tax increase.,False,False,False,0.25,0.77
C0100316,2026-08-25 09:11:22.603548,PAYMENT,279,Asked how to set up autopay for the mortgage.,False,False,False,0.27,-0.14
C0100318,2026-08-11 09:58:26.213700,MORTGAGE_INQUIRY,169,Asked about the process to pay off the loan early and whether there are any prepayment penalties.,True,True,True,0.52,-0.52
C0100320,2026-06-24 19:59:54.558516,PAYMENT,796,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.09,0.24
C0100320,2026-08-10 21:21:36.850165,GENERAL,585,Asked how to set up autopay for the mortgage.,False,False,False,0.11,0.37
C0100321,2026-07-05 22:53:57.395839,STATEMENT,470,General question about online banking access.,False,False,False,0.24,0.18
C0100321,2026-08-16 22:47:59.034376,STATEMENT,260,Question about escrow analysis and property tax increase.,False,False,False,0.22,0.4
C0100325,2026-07-12 08:43:45.345640,STATEMENT,620,Confirmed next payment due date.,False,False,False,0.17,0.91
C0100325,2026-08-17 05:46:47.588011,PAYMENT,532,Asked how to set up autopay for the mortgage.,False,False,False,0.0,0.49
C0100327,2026-08-06 17:57:14.694869,MORTGAGE_INQUIRY,293,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,True,True,0.74,-0.55
C0100327,2026-08-20 07:33:42.052954,ESCROW,291,Requested a copy of the most recent mortgage statement for tax purposes.,False,False,False,0.46,0.3
C0100331,2026-08-10 00:00:52.643880,GENERAL,822,Asked how to set up autopay for the mortgage.,False,False,False,0.0,0.42
C0100331,2026-08-21 05:19:38.005166,ESCROW,681,General question about online banking access.,False,False,False,0.34,0.36
C0100333,2026-07-09 03:58:04.095185,GENERAL,327,Question about escrow analysis and property tax increase.,False,False,False,0.19,0.24
C0100333,2026-09-07 03:19:53.441376,MORTGAGE_INQUIRY,143,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,False,True,0.95,-0.44
C0100336,2026-06-20 17:30:32.638849,ESCROW,634,Confirmed next payment due date.,False,False,False,0.31,0.33
C0100336,2026-07-27 10:09:19.779971,PAYMENT,887,Asked how to set up autopay for the mortgage.,False,False,False,0.1,0.45
C0100338,2026-07-06 20:41:23.980335,MORTGAGE_INQUIRY,635,Wants to speak to a mortgage specialist about refinancing. Mentioned rate shopping.,True,True,False,0.53,0.05
C0100340,2026-06-25 06:36:12.738893,ESCROW,736,Confirmed next payment due date.,False,False,False,0.24,1.0
C0100340,2026-09-05 14:27:21.426243,MORTGAGE_INQUIRY,252,Inquired about payoff amount and where to send funds. Sounded like they may be refinancing elsewhere.,True,False,True,0.55,0.22
C0100342,2026-07-16 23:21:42.474529,MORTGAGE_INQUIRY,682,Customer asked what our current 30-year rates look like and mentioned they saw 5.37% at Chase.,True,True,False,0.92,-0.25
C0100342,2026-08-15 18:56:35.678270,STATEMENT,273,Asked how to set up autopay for the mortgage.,False,False,False,0.23,-0.32
C0100346,2026-08-31 05:01:37.045484,GENERAL,750,Asked how to set up autopay for the mortgage.,False,False,False,0.17,0.49
C0100356,2026-06-20 02:31:36.270280,PAYMENT,533,General question about online banking access.,False,False,False,0.18,0.51
C0100356,2026-07-22 10:13:00.540418,PAYMENT,456,Confirmed next payment due date.,False,False,False,0.09,0.17
C0100357,2026-07-31 08:34:31.965255,ESCROW,243,Asked how to set up autopay for the mortgage.,False,False,False,0.02,-0.01
C0100357,2026-09-09 22:48:35.100357,PAYMENT,503,Confirmed next payment due date.,False,False,False,0.22,0.33
C0100360,2026-06-14 08:44:40.918389,ESCROW,793,General question about online banking access.,False,False,False,0.12,0.36
C0100360,2026-08-25 01:09:32.516199,ESCROW,396,Question about escrow analysis and property tax increase.,False,False,False,0.24,0.21
C0100366,2026-09-01 13:35:10.916331,STATEMENT,212,Confirmed next payment due date.,False,False,False,0.07,-0.22
